city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Ancona,Italy,15.81,63.22,8.96,5.27,5.01,1.42,2.59,0.99,1.29,2.09,1.99,3.19,15.15,9.91,22.10,2.02,1.77,2.24,2.46,1.40,1.76,2.18,0.58,6.32,1.67,1.60,5.64,1.45,36.88,5.27,1.79,36.88,2.13,24236.14,35300.46,166.00,0.29,29.86,48.92,31.61,9.48,699.69,8429.96,82.19,35.62,82.04,99.05,496.14,447.84,1011.60,711.28,3161.24,2449.96,1504.51,2.03,1.00
Kaiserslautern,Germany,10.54,57.96,8.43,3.16,3.74,2.70,2.12,1.80,0.93,2.36,2.15,2.53,13.07,8.33,6.58,1.87,1.67,2.11,0.86,1.71,1.20,1.05,0.73,5.27,0.56,1.57,7.06,2.23,68.49,3.06,2.00,29.72,2.27,42149.81,36881.08,231.46,0.10,31.61,26.34,14.75,14.75,500.53,12644.94,54.46,42.15,79.06,107.22,656.83,449.60,837.73,1133.41,nan,nan,2950.49,2.00,0.00
Mestre,Italy,18.44,73.76,9.75,5.27,7.38,1.72,3.34,1.86,0.97,1.35,2.21,2.78,12.54,10.15,12.12,2.00,1.76,1.83,4.21,1.58,1.32,1.16,0.40,4.16,1.26,1.58,6.32,1.58,38.99,8.43,1.79,nan,2.29,nan,nan,210.75,nan,25.64,30.87,nan,7.90,474.19,nan,55.32,30.51,87.11,nan,684.93,579.56,948.37,843.00,1685.99,1369.87,1791.37,2.00,0.00
Carmel,United States,19.00,75.00,6.88,4.43,6.00,5.00,2.50,1.75,0.68,2.43,4.72,nan,9.68,13.87,18.17,6.00,2.41,5.38,5.86,5.31,3.68,1.24,2.44,12.64,2.42,4.00,7.60,2.14,56.20,3.00,1.94,24.00,nan,24810.00,21849.50,210.56,nan,60.40,29.20,27.86,18.50,1282.00,21000.00,59.25,47.50,79.50,175.00,1328.33,1000.00,2263.00,1721.33,1829.86,1776.05,6800.00,4.88,0.00
Edison,United States,15.00,60.00,10.00,4.00,6.00,3.83,1.88,1.51,1.10,2.48,5.33,3.00,9.55,6.61,10.03,5.56,1.23,6.61,3.31,2.94,2.94,2.00,2.08,12.00,2.45,3.75,9.30,nan,200.00,7.00,1.55,30.00,1.19,24500.00,21000.00,133.33,0.10,62.25,40.00,nan,12.00,1280.00,15000.00,38.33,25.00,56.67,75.00,1660.00,1350.00,2500.00,1900.00,3013.89,2368.06,5500.00,4.70,0.00
San Angelo,United States,12.00,45.00,7.00,4.38,5.25,3.50,2.00,0.99,0.94,2.65,2.20,3.40,10.39,15.48,11.67,3.69,1.43,3.67,3.46,3.12,1.87,1.42,2.00,10.00,2.77,3.61,6.50,1.00,30.00,6.00,nan,15.00,1.11,26000.00,22000.00,205.76,0.25,81.75,29.99,60.00,9.00,930.00,nan,46.33,26.33,110.00,81.00,nan,nan,1250.00,nan,nan,nan,2820.00,5.70,0.00
Salihorsk,Belarus,10.00,39.58,4.00,1.58,2.38,1.48,0.69,0.76,0.86,0.53,1.61,1.50,5.94,4.75,4.35,1.32,2.18,2.11,3.03,1.12,0.73,1.58,0.73,6.33,1.12,1.39,1.78,nan,nan,1.07,3.17,nan,0.89,23750.37,23750.37,63.62,0.04,11.88,nan,15.00,3.62,356.26,nan,67.29,36.95,84.45,50.00,150.00,100.00,300.00,250.00,800.00,700.00,600.00,16.00,0.00
Karabuk,Turkey,2.41,10.73,3.03,1.42,1.34,1.07,0.40,0.17,0.57,0.30,0.80,1.09,3.62,2.68,7.78,0.45,0.98,0.48,0.68,0.41,0.33,0.38,0.22,6.44,1.38,1.61,1.56,0.38,nan,0.54,0.32,3.22,1.14,34882.66,27518.84,52.37,0.08,5.72,8.05,10.73,2.01,93.91,1341.64,30.05,26.83,50.08,16.10,59.03,48.30,147.58,120.75,429.33,370.29,304.11,20.33,0.00
La Crosse,United States,10.00,50.00,7.00,3.92,5.00,4.00,2.00,1.50,0.74,1.20,1.91,nan,7.35,nan,11.02,4.40,0.84,3.56,3.28,2.06,0.80,1.17,1.04,8.00,2.86,2.75,9.69,1.50,35.00,4.65,3.11,10.00,1.24,19995.00,35000.00,123.33,nan,68.80,14.00,nan,12.00,nan,nan,35.50,15.00,70.00,62.50,900.00,nan,nan,nan,nan,nan,nan,5.43,0.00
Gangtok,India,2.76,8.43,nan,nan,nan,nan,0.37,nan,0.74,0.41,0.61,0.98,3.68,3.07,3.68,3.68,0.43,nan,0.74,0.61,0.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.60,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.32,0.00
Charlottesville,United States,15.00,77.50,8.43,6.00,7.00,4.49,2.00,1.86,1.24,2.36,4.98,nan,23.69,4.41,11.55,6.77,1.31,5.53,4.98,3.70,3.24,1.54,1.85,16.50,2.37,1.97,7.85,0.75,25.00,4.50,1.49,40.00,1.16,22000.00,25868.67,125.83,0.10,99.17,40.00,60.00,12.00,1200.00,24265.00,45.00,39.33,106.75,151.33,1660.00,1183.33,2562.50,1450.00,3552.09,nan,4100.00,5.43,1.00
Longview,United States,15.00,51.00,7.00,4.50,5.25,4.95,2.25,1.33,0.73,2.65,2.92,3.40,10.39,15.48,11.67,3.69,1.43,3.51,3.46,3.12,1.87,1.42,2.32,13.50,2.77,3.61,7.54,nan,nan,nan,nan,15.00,1.11,26000.00,25833.33,213.85,0.49,87.91,25.00,nan,9.00,930.00,nan,43.00,33.00,74.67,101.27,nan,nan,1250.00,1100.00,nan,nan,2661.00,5.43,0.00
Mairipora,Brazil,5.75,19.16,5.36,1.72,2.87,1.82,1.92,0.57,0.72,1.19,2.49,3.68,4.79,2.30,6.90,4.86,3.27,3.83,2.30,nan,2.11,0.53,1.92,7.07,1.72,1.32,0.98,0.72,21.55,nan,nan,nan,1.38,nan,nan,nan,nan,17.22,15.31,nan,nan,nan,nan,59.37,23.95,52.84,22.99,123.58,105.38,171.48,114.96,nan,nan,nan,nan,0.00
Masjed Soleyman,Iran,nan,19.00,4.00,1.00,1.00,0.94,0.90,2.00,1.00,0.33,1.10,1.20,4.00,2.00,5.00,2.00,2.00,2.00,1.50,0.55,1.50,0.25,0.50,0.75,1.07,1.00,1.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.00,77.00,85.00,59.50,nan,nan,nan,nan,1025.81,nan,600.00,19.00,0.00
Idaho Falls,United States,17.00,67.50,8.50,5.50,6.00,4.50,2.22,1.90,0.93,2.88,2.99,3.17,8.44,9.15,13.03,3.77,1.33,3.23,2.99,1.61,2.06,1.83,2.00,15.00,2.34,2.82,6.38,1.50,25.00,2.50,1.55,30.00,1.27,22500.00,21233.33,117.10,0.10,60.25,50.00,0.00,11.50,805.50,10512.00,53.75,37.67,74.75,88.75,1250.00,1400.00,1566.67,1566.67,1847.80,1955.44,3800.00,5.14,0.00
Talipao,Philippines,2.69,14.35,3.32,1.03,2.69,1.53,0.40,0.22,1.84,1.25,1.03,1.82,4.47,4.49,6.46,2.38,2.09,2.38,1.66,2.15,1.26,1.55,1.05,7.63,1.14,1.53,2.38,nan,26.91,0.72,nan,nan,1.33,11662.33,25118.87,117.31,0.13,31.09,17.94,8.97,4.49,62.80,1076.52,31.39,20.18,58.31,84.93,53.83,nan,143.54,233.25,nan,nan,143.54,10.00,0.00
Shahrisabz,Uzbekistan,2.24,nan,2.24,nan,nan,0.90,0.54,0.18,0.63,0.31,1.26,1.40,7.18,2.24,6.28,1.35,1.79,nan,0.54,0.45,0.31,nan,0.27,nan,nan,nan,nan,nan,nan,0.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Red Deer,Canada,14.82,53.73,8.80,3.71,5.19,3.39,1.48,1.45,1.53,2.24,3.06,2.58,7.22,9.30,9.29,3.67,1.50,3.05,3.56,2.03,2.20,1.74,1.66,14.82,2.79,3.80,11.38,1.85,43.54,2.67,1.45,25.20,1.22,22234.49,22234.49,196.79,0.22,72.26,45.69,29.65,9.63,518.80,nan,48.09,34.94,72.88,98.11,838.73,752.27,1096.90,914.08,1412.05,1497.50,3097.89,5.24,1.00
Woodbridge,United States,24.00,95.00,8.50,6.00,7.00,4.66,1.78,1.75,1.26,4.30,4.41,4.23,22.05,13.96,25.72,4.05,2.09,4.17,5.88,2.77,2.20,2.03,1.66,13.00,2.09,1.75,5.99,6.95,nan,3.00,1.24,45.00,1.20,19500.00,26000.00,148.98,nan,65.56,nan,nan,12.00,1400.00,27000.00,56.67,27.25,76.17,96.60,1700.00,1550.00,nan,1749.00,nan,nan,5692.00,5.36,0.00
Kamloops,Canada,14.82,50.03,7.41,4.08,3.89,3.10,1.91,1.17,2.95,2.73,3.41,4.26,8.89,11.86,17.97,3.94,1.37,3.93,2.93,2.29,2.77,2.18,1.36,11.86,2.22,2.25,12.60,1.48,40.02,2.78,1.48,25.20,1.51,27793.12,22327.14,123.30,0.49,66.05,35.95,27.18,10.38,736.87,4817.47,40.76,32.29,68.19,107.47,1089.49,984.08,1931.62,1623.12,5976.37,5434.08,2841.07,5.76,1.00
Dunedin,New Zealand,20.85,75.00,7.70,6.09,6.00,3.12,2.35,1.71,1.78,1.80,1.89,4.89,10.81,7.03,13.95,2.83,2.11,2.97,1.86,2.21,1.58,2.73,1.35,12.00,2.89,3.85,25.50,1.80,28.86,2.08,2.18,38.48,1.81,25014.59,30466.49,118.66,0.29,50.83,51.15,6.41,9.62,641.40,nan,70.55,38.48,91.93,141.11,630.18,297.61,1844.02,1230.69,3207.00,1924.20,4927.66,3.14,1.00
Navapolatsk,Belarus,5.94,18.21,4.63,1.19,2.57,1.39,0.59,0.40,0.57,0.69,0.80,1.05,5.94,4.55,6.20,1.19,1.45,1.54,1.39,0.73,0.79,0.79,0.51,3.96,0.92,1.58,1.48,0.32,13.85,0.67,0.10,3.80,0.84,13735.63,22286.56,41.12,0.03,10.29,29.69,nan,2.77,1498.68,6525.02,24.41,21.77,72.73,55.42,219.34,177.56,386.46,292.46,nan,nan,510.24,16.88,0.00
Viseu,Portugal,6.32,25.29,6.27,1.84,1.58,1.24,1.31,0.99,0.55,0.98,0.93,1.91,7.51,5.44,9.13,1.69,1.05,1.19,1.42,0.63,0.84,1.00,0.63,3.16,0.76,0.79,5.27,1.05,28.98,2.11,0.74,10.54,2.12,24499.58,23709.27,73.76,0.19,39.52,25.08,nan,7.38,200.21,2845.11,82.64,23.71,70.66,79.03,500.18,363.54,1001.06,684.93,1475.24,1123.99,1001.06,2.07,0.00
Tracy,United States,20.00,55.00,10.00,6.00,5.00,4.83,1.50,1.58,nan,4.41,2.20,nan,13.23,nan,nan,nan,1.67,nan,nan,nan,nan,3.00,nan,14.00,nan,nan,10.00,nan,nan,nan,nan,nan,1.59,nan,nan,170.00,nan,66.00,nan,nan,12.50,nan,nan,44.50,nan,80.00,60.00,nan,1000.00,nan,nan,nan,nan,4514.00,nan,0.00
Maribor,Slovenia,8.43,36.35,6.32,2.74,2.85,1.76,2.09,1.25,1.03,1.04,1.29,2.51,8.61,8.03,10.80,1.68,1.71,1.88,2.37,1.43,1.14,1.32,0.62,5.27,1.38,1.81,4.69,2.11,31.61,1.05,1.05,21.07,1.59,20021.16,18250.87,218.14,0.06,34.60,33.53,18.18,7.38,324.90,6638.59,75.27,36.00,76.19,86.64,408.33,372.76,810.07,629.61,1962.60,1672.82,1316.01,2.96,1.00
Rayleigh,United Kingdom,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.98,nan,2.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49,nan,nan,nan,nan,14.02,4.18,128.21,3.44,0.92,nan,1.90,nan,nan,nan,nan,nan,24.60,nan,8.61,nan,nan,49.20,49.20,73.80,73.80,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Galle,Sri Lanka,1.90,5.42,2.71,0.83,0.81,1.27,0.68,0.16,1.09,0.34,0.56,0.95,10.17,3.07,3.93,1.63,0.41,1.36,0.68,0.75,0.61,1.04,0.38,5.97,0.84,1.49,2.71,0.14,0.81,0.22,0.20,nan,0.99,nan,27118.86,32.54,0.01,5.42,4.75,2.03,1.36,27.12,677.97,8.14,6.10,21.02,14.24,61.02,40.68,108.48,150.06,nan,nan,230.51,15.00,0.00
Ramnicu Valcea,Romania,5.89,21.41,4.78,1.39,1.71,1.64,0.82,0.56,1.09,0.86,1.07,1.89,4.78,4.71,5.35,0.86,1.07,1.07,1.57,0.43,0.32,0.43,0.57,5.35,0.81,0.96,4.71,0.54,nan,0.64,0.59,4.28,1.58,16987.46,19267.41,136.58,0.05,8.63,21.41,10.70,4.82,396.05,2568.99,53.52,27.12,65.30,95.65,267.60,187.32,321.12,256.90,1166.14,1060.09,654.06,7.00,0.00
Bismarck,United States,11.00,50.00,8.50,4.25,6.00,5.42,2.09,1.31,1.05,3.08,4.41,nan,9.00,nan,12.48,6.97,1.64,3.09,5.50,1.65,2.08,1.79,2.25,14.00,1.67,4.00,6.50,nan,nan,3.75,nan,30.00,1.17,29000.00,22666.67,177.90,0.28,53.38,15.99,nan,10.00,nan,nan,35.00,30.00,101.33,97.50,837.50,500.00,1000.00,nan,nan,nan,2975.60,5.43,0.00
Bath,United Kingdom,16.61,89.18,8.00,5.90,6.03,3.81,2.02,1.46,1.17,1.34,1.89,3.05,6.46,5.62,14.76,1.48,1.13,2.15,2.36,1.62,2.05,0.81,1.58,9.84,3.16,1.96,14.76,3.69,92.17,3.44,1.69,22.14,1.89,28290.00,30750.00,297.13,0.37,41.62,44.28,15.99,16.61,1127.50,15990.00,83.03,38.44,89.18,114.39,1537.50,984.00,3157.00,2260.13,9649.24,4098.58,3362.00,3.40,1.00
Orem,United States,12.00,56.00,8.00,6.00,8.00,6.83,1.67,1.16,0.96,2.61,1.76,2.66,9.91,9.90,11.02,3.63,1.34,2.67,3.89,1.64,1.63,1.72,1.48,15.00,nan,2.75,7.00,2.50,127.50,2.25,1.37,55.00,1.24,24300.00,21242.67,156.13,0.01,64.17,17.47,nan,10.37,900.00,nan,41.67,44.25,78.33,107.00,1783.33,1292.67,3366.67,1732.33,3196.88,3498.27,3716.00,5.80,0.00
Herzliyya,Israel,16.15,102.76,14.68,8.81,8.22,3.52,2.94,2.54,1.80,2.79,2.45,3.81,14.36,10.96,20.94,3.11,2.29,1.65,1.73,1.42,1.38,1.69,1.71,11.74,2.86,3.45,10.86,1.79,66.06,4.70,1.17,nan,2.06,40516.14,38020.58,317.25,0.01,27.35,69.73,23.49,13.21,1056.94,nan,96.89,40.12,121.11,102.76,1071.62,675.27,2250.90,2573.85,10055.64,11058.75,3258.91,3.60,1.00
Santiago de Compostela,Spain,10.54,34.25,7.90,2.37,2.90,1.57,1.98,1.23,0.67,1.13,1.23,2.22,10.19,5.91,9.80,2.32,1.63,1.55,1.58,0.95,0.68,0.84,0.53,5.01,0.72,1.34,5.27,1.05,31.61,4.74,1.05,21.07,1.82,20021.16,20450.56,100.20,0.08,38.64,34.77,10.54,7.90,351.25,7376.22,77.71,28.98,71.65,128.21,455.74,395.15,790.31,579.56,2796.11,1864.08,1404.99,2.35,0.00
Janakpur,Nepal,2.69,9.23,7.30,3.27,4.61,1.15,0.56,0.23,0.67,0.33,0.44,1.44,5.38,2.88,3.84,1.38,0.62,1.69,0.38,0.25,0.36,0.15,0.19,3.84,1.85,3.08,2.69,0.31,nan,0.77,0.67,2.31,0.97,49976.83,38443.72,nan,0.02,21.14,7.69,nan,2.54,15.38,322.93,14.22,5.38,28.83,28.83,40.37,26.91,61.51,46.13,nan,nan,173.00,nan,0.00
Half Way Tree,Jamaica,5.20,48.72,6.17,2.92,3.90,3.90,1.30,0.97,2.01,2.12,0.78,2.53,3.90,4.55,5.52,1.30,0.65,1.30,1.04,1.04,0.97,1.73,0.97,7.80,2.30,2.27,3.25,0.71,nan,0.65,3.25,9.74,1.16,26729.38,24048.17,51.97,0.06,40.60,97.44,nan,7.63,76.51,1071.87,23.82,17.86,37.89,57.38,nan,nan,nan,nan,nan,nan,nan,8.00,0.00
Sidi Slimane,Morocco,2.83,11.33,4.96,2.36,2.36,1.42,0.38,0.30,0.57,0.74,1.06,1.19,5.86,3.92,6.61,0.47,0.57,0.38,0.47,0.47,0.28,0.28,0.54,7.08,1.60,2.08,3.59,nan,nan,0.94,0.76,2.83,1.04,17000.38,11333.59,32.13,0.16,34.95,6.61,nan,4.72,47.22,1686.29,22.19,41.81,28.33,25.50,141.67,47.22,255.01,151.11,708.35,377.79,188.89,4.67,0.00
Sibolga,Indonesia,1.46,12.96,2.59,3.24,2.75,1.13,0.65,0.26,0.97,0.78,0.78,1.17,6.48,2.43,9.40,2.59,0.65,0.65,0.65,0.71,1.65,0.32,0.36,12.96,2.43,2.43,1.85,0.45,nan,0.32,0.32,nan,1.09,23983.05,32409.53,28.01,nan,23.98,nan,0.97,nan,25.93,nan,16.20,19.45,64.82,38.89,nan,32.41,nan,nan,745.42,369.47,191.22,8.00,0.00
Szekesfehervar,Hungary,7.71,48.85,4.63,1.29,2.31,1.77,1.04,1.07,0.71,1.18,1.31,1.99,8.23,3.90,8.87,1.25,1.16,1.38,2.23,0.95,0.81,0.74,0.29,2.57,0.76,1.28,5.14,0.85,19.28,1.29,0.77,10.80,1.22,20311.62,21275.78,149.69,0.07,11.23,38.57,8.06,9.00,128.55,nan,44.99,29.57,64.28,64.92,334.24,282.82,488.51,449.94,1671.21,1246.98,762.46,5.30,1.00
Schwerin,Germany,6.06,52.69,8.61,2.74,3.16,2.56,1.58,1.58,0.75,nan,1.90,2.77,nan,5.26,nan,2.10,1.36,2.36,0.83,nan,0.94,nan,nan,4.21,nan,1.05,7.38,2.21,49.53,4.21,2.11,nan,2.32,26342.58,33719.85,158.98,0.16,33.72,31.61,21.07,15.81,276.08,nan,52.69,31.61,105.37,158.06,nan,nan,nan,nan,10021.65,10021.65,2634.36,nan,0.00
Petapa,Guatemala,5.03,35.02,5.73,1.91,3.18,2.30,1.09,0.78,1.59,1.97,1.55,1.83,5.50,6.29,8.92,3.26,1.02,0.99,1.13,1.63,0.99,0.82,0.97,6.37,1.24,2.07,3.56,1.27,29.72,3.50,0.64,13.69,0.97,17830.32,19953.50,41.11,0.17,46.81,38.01,49.53,6.37,205.59,5158.06,28.35,55.19,73.82,59.67,446.61,327.95,1400.95,636.80,908.34,396.26,894.85,7.89,0.00
Rio Gallegos,Argentina,nan,nan,nan,nan,nan,nan,nan,nan,0.77,0.80,0.75,nan,4.50,nan,4.80,1.10,1.00,0.90,1.20,nan,0.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Tataouine,Tunisia,1.55,12.39,3.10,0.77,0.93,0.57,0.45,0.17,0.49,0.15,0.46,0.93,nan,1.24,6.20,0.31,0.93,0.31,0.31,0.31,0.31,nan,0.22,nan,nan,nan,nan,0.15,9.29,0.15,0.19,9.29,0.62,14095.42,17348.20,30.98,0.06,18.59,12.39,12.39,3.10,30.98,2478.31,25.30,32.01,74.35,38.21,123.92,77.45,185.87,108.43,nan,nan,247.83,5.00,0.00
Ceske Budejovice,Czech Republic,6.92,30.28,7.14,1.95,2.16,2.34,1.48,1.41,0.94,1.13,1.74,1.76,8.14,6.85,12.14,1.37,1.27,2.00,6.34,0.71,0.65,1.19,0.58,5.19,1.08,1.37,5.08,0.87,17.30,1.73,1.21,15.57,1.96,22059.71,23934.97,168.71,0.14,21.63,44.34,12.98,8.22,295.60,4772.86,56.96,30.17,72.75,128.19,543.62,529.92,814.70,713.77,3035.50,2486.06,1261.71,3.90,1.00
Watford,United Kingdom,18.45,64.58,7.38,5.41,6.15,3.38,1.72,1.69,1.10,1.25,2.09,2.93,7.12,8.19,12.30,2.54,1.46,2.25,2.87,1.41,1.13,1.04,1.38,9.84,2.15,2.77,14.76,3.81,121.77,3.44,1.45,22.14,1.91,13728.03,21772.23,213.41,0.13,35.92,34.69,6.15,14.76,1517.00,9840.00,83.03,28.70,82.00,78.41,1599.00,1076.25,2460.00,2152.50,5535.00,4305.00,3025.73,2.76,0.00
Ben Arous,Tunisia,1.86,9.29,2.79,1.08,1.08,0.62,0.50,0.15,0.42,0.08,0.59,0.78,7.23,2.63,8.57,1.34,1.60,0.77,0.58,0.45,0.46,0.32,0.23,3.10,0.67,0.74,3.10,0.21,7.74,0.15,0.19,3.72,0.66,23218.71,27571.25,50.60,0.05,18.66,22.85,18.59,3.72,46.47,2145.29,46.98,52.04,82.61,59.89,154.89,116.17,232.34,170.38,671.21,567.95,359.59,8.50,0.00
Tartu,Estonia,10.54,63.22,6.74,4.21,4.21,3.11,1.83,1.38,0.90,0.99,1.82,2.12,10.28,6.81,16.73,1.48,1.20,1.70,2.58,0.71,0.53,1.82,0.71,8.43,1.43,1.97,4.87,1.05,23.71,2.63,0.63,14.75,1.81,21074.90,21777.40,216.67,0.03,27.58,44.93,29.50,8.19,136.54,14611.93,97.21,29.10,70.09,106.31,463.65,375.40,915.44,632.25,2778.37,1876.90,1270.70,2.39,1.00
Mtwara,Tanzania,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Drobeta-Turnu Severin,Romania,5.35,12.84,3.21,1.39,1.07,0.43,1.07,0.86,1.28,0.96,1.06,2.18,5.31,5.67,7.39,0.96,1.35,1.34,2.73,0.64,0.66,0.68,0.60,4.28,0.87,1.52,4.71,nan,nan,0.54,0.43,4.28,1.76,17126.59,19084.59,139.15,0.05,12.13,12.84,4.28,4.28,428.16,3853.48,113.46,37.11,68.51,92.06,296.76,169.79,nan,nan,1055.66,1055.66,385.35,5.00,0.00
Quincy,United States,12.50,50.00,8.50,3.00,5.00,4.76,1.75,1.83,0.90,2.52,nan,2.80,6.72,nan,nan,3.64,1.50,2.54,5.16,1.61,1.54,1.45,nan,12.00,3.57,4.00,nan,2.50,nan,nan,1.09,10.00,1.03,30000.00,35000.00,125.36,nan,90.00,50.00,45.00,8.00,331.25,25000.00,44.00,50.00,73.33,90.00,600.00,975.00,1800.00,1350.00,1614.59,807.29,nan,nan,0.00
Vanadzor,Armenia,5.05,25.27,5.05,1.52,2.02,2.02,0.88,0.45,1.38,0.66,2.38,2.33,7.36,6.68,10.68,1.20,1.70,1.78,2.08,0.78,0.74,0.59,0.63,7.58,1.17,1.79,2.15,0.25,15.16,0.76,0.25,3.03,1.31,24004.06,27714.87,94.01,0.06,19.41,nan,nan,6.32,292.26,6898.92,78.56,50.12,109.49,93.07,nan,nan,nan,nan,nan,nan,227.41,12.20,0.00
Suceava,Romania,5.57,25.69,4.92,1.50,1.97,1.33,1.20,0.96,0.95,0.87,1.39,1.52,4.92,4.68,5.57,0.67,1.18,0.93,1.71,0.48,0.55,0.77,0.58,4.28,0.67,1.04,4.50,0.54,17.13,1.07,0.54,6.42,1.71,16848.33,14272.16,83.51,0.05,9.41,23.55,7.49,5.35,278.31,3853.48,44.24,13.92,77.60,64.22,261.06,214.08,422.81,359.79,1215.84,1013.20,667.83,6.67,1.00
Amstelveen,Netherlands,15.28,63.22,10.54,4.48,4.21,2.95,2.63,2.38,1.04,2.04,2.07,1.76,11.77,8.41,28.97,2.76,1.34,1.41,2.70,1.01,0.94,0.79,0.63,6.31,1.25,1.78,8.43,2.63,96.94,7.90,2.21,42.15,2.22,28451.12,39515.45,187.22,0.42,44.68,52.64,21.07,10.54,1317.18,14049.94,63.22,39.52,65.33,111.52,1738.68,1564.81,3029.52,2528.99,5953.66,4899.92,4741.85,3.00,0.00
Al Fujayrah,United Arab Emirates,9.12,37.81,6.53,7.15,6.96,5.00,1.67,1.71,2.69,1.62,5.08,4.49,8.96,8.57,12.10,2.32,1.83,4.45,1.45,2.49,1.44,3.64,0.82,13.61,7.67,15.67,6.27,4.33,143.52,4.77,1.56,8.41,1.06,31472.05,30382.58,128.13,0.40,115.92,80.44,30.53,10.32,975.67,5439.51,60.74,63.26,121.19,275.88,555.89,418.66,1053.97,917.98,1522.75,1281.03,3378.16,1.71,1.00
Pardubice,Czech Republic,5.62,30.28,7.03,2.01,2.60,1.73,1.36,1.30,0.98,1.00,1.44,1.72,9.34,6.43,12.62,1.49,1.41,1.55,2.74,0.79,0.67,1.24,0.71,4.97,0.85,1.57,5.56,0.78,21.20,3.01,1.08,14.06,2.00,23792.22,23792.22,207.64,0.14,18.88,35.57,12.65,7.79,216.29,2162.93,97.33,33.53,104.54,93.73,461.42,454.22,778.65,656.09,3019.21,2595.51,1225.66,5.48,1.00
Hradec Kralove,Czech Republic,6.49,34.61,6.92,1.84,2.05,2.62,1.54,1.19,0.90,1.35,1.80,2.12,10.24,6.08,8.80,1.46,1.23,1.52,2.70,0.93,0.91,0.87,0.67,5.19,0.96,1.61,5.62,1.30,19.03,4.11,1.58,15.57,2.04,23359.63,23327.19,325.79,0.18,18.60,41.10,15.14,8.54,183.85,nan,64.89,41.53,80.96,93.44,656.09,509.83,1021.98,797.58,3857.22,3157.88,1372.26,4.57,1.00
Stevenage,United Kingdom,21.53,61.50,6.51,4.31,3.69,3.07,2.26,1.31,1.23,0.94,1.56,2.63,9.84,9.25,12.71,2.46,1.39,2.25,2.38,0.86,1.23,0.80,0.82,8.00,2.05,2.05,12.92,2.83,68.88,4.55,1.75,18.45,1.90,20910.00,25830.00,178.35,0.06,29.52,39.98,6.15,12.30,1291.50,18450.00,51.66,21.32,59.45,59.45,1353.00,840.50,2767.50,1824.50,2562.09,2214.00,3553.33,3.20,0.00
Nuneaton,United Kingdom,27.68,61.50,7.38,4.15,4.92,3.69,2.17,1.80,1.10,0.78,1.85,2.44,8.30,7.69,9.84,1.41,1.10,1.23,1.23,1.07,1.00,0.51,0.72,8.61,2.03,2.21,12.92,4.31,30.75,3.20,1.53,18.45,1.84,25830.00,26518.80,155.29,0.25,32.29,36.90,nan,11.07,799.50,30750.00,98.40,49.20,61.50,106.60,nan,553.50,nan,1599.00,nan,nan,nan,2.20,0.00
Usti nad Labem,Czech Republic,6.49,28.12,6.88,1.51,1.41,2.65,1.30,1.08,0.92,1.15,2.11,1.71,10.06,8.11,8.98,1.47,1.21,1.60,2.25,0.84,1.01,1.19,0.47,4.33,0.67,1.57,5.41,0.89,25.96,2.16,1.08,14.28,1.81,21629.29,23503.83,363.69,0.19,19.47,43.26,10.53,7.79,216.29,4325.86,76.78,23.79,77.87,88.68,461.42,389.33,663.30,533.52,2811.81,2054.78,1070.65,4.00,0.00
Miaoli,Taiwan,3.11,26.18,4.88,1.60,1.80,2.54,0.93,0.70,2.95,1.50,2.90,2.24,10.91,8.07,26.47,2.35,0.98,1.06,1.64,2.62,1.31,0.98,0.98,11.46,1.71,2.56,3.93,nan,nan,2.78,0.33,9.00,0.97,29424.28,23412.87,68.14,0.22,22.81,32.73,nan,9.82,499.13,23456.51,49.10,26.18,65.46,94.92,316.39,163.65,642.95,490.95,nan,nan,1963.80,1.82,0.00
